Easting[m], Northing[m], CH-1.0m
669836.066,5856604.317,2.17
669836.305,5856604.65,2.053
669836.685,5856605.18,2.327
669836.977,5856605.588,2.248
669837.369,5856606.136,2.756
669837.711,5856606.645,2.209
669838.011,5856607.103,1.78
669838.366,5856607.643,2.131
669838.722,5856608.186,2.327
669839.017,5856608.635,2.6
669839.365,5856609.152,2.209
669839.758,5856609.709,2.561
669840.225,5856610.371,2.405
669840.508,5856610.772,2.444
669840.883,5856611.304,3.108
669841.2,5856611.755,4.084
669841.542,5856612.241,3.538
669841.819,5856612.634,3.655
669842.171,5856613.134,3.498
669842.533,5856613.649,3.498
669842.788,5856614.006,3.459
669843.142,5856614.473,3.108
669843.497,5856614.943,2.952
669843.853,5856615.413,3.381
669844.171,5856615.833,3.069
669844.421,5856616.164,2.444
669844.818,5856616.678,2.327
669845.079,5856617.017,3.069
669845.478,5856617.533,2.873
669845.877,5856618.05,2.366
669846.158,5856618.414,2.795
669846.604,5856618.991,3.303
669846.889,5856619.362,2.913
669847.226,5856619.799,2.913
669847.656,5856620.356,3.03
669848.062,5856620.883,2.913
669848.347,5856621.256,2.444
669848.743,5856621.786,2.561
669849.112,5856622.28,2.405
669849.449,5856622.731,3.108
669849.892,5856623.325,3.186
669850.208,5856623.748,2.483
669850.587,5856624.267,2.639
669850.911,5856624.712,2.6
669851.34,5856625.301,2.248
669851.681,5856625.768,2.756
669852.056,5856626.284,2.366
669852.379,5856626.768,2.561
669852.557,5856627.058,3.225
669852.805,5856627.462,2.6
669853.088,5856627.923,2.913
669853.267,5856628.216,2.756
669853.501,5856628.596,2.991
669853.618,5856628.785,3.694
669853.813,5856629.1,3.928
669853.964,5856629.343,3.342
669854.16,5856629.66,2.913
669854.352,5856629.94,3.459
669854.566,5856630.225,3.303
669854.849,5856630.601,3.42
669855.022,5856630.831,3.225
669855.237,5856631.117,3.342
669855.504,5856631.497,3.655
669855.643,5856631.729,3.655
669855.864,5856632.098,3.342
669856.047,5856632.405,3.694
669856.264,5856632.768,3.225
669856.43,5856633.045,3.147
669856.635,5856633.376,3.498
669856.863,5856633.736,3.772
669857,5856633.953,3.498
669857.179,5856634.236,3.889
669857.343,5856634.495,3.811
669857.544,5856634.803,3.616
669857.716,5856635.052,3.694
669857.93,5856635.362,4.163
669858.099,5856635.607,4.514
669858.308,5856635.91,4.631
669858.469,5856636.139,2.834
669858.708,5856636.412,3.616
669858.914,5856636.648,4.397
669859.141,5856636.907,4.788
669859.389,5856637.19,5.217
669859.66,5856637.499,5.569
669859.885,5856637.795,6.467
669860.053,5856638.018,7.092
669860.279,5856638.319,7.327
669860.496,5856638.607,7.17
669860.719,5856638.903,7.209
669860.918,5856639.176,7.17
669861.13,5856639.481,6.936
669861.38,5856639.839,6.936
669861.624,5856640.19,6.936
669861.768,5856640.396,6.78
669862.009,5856640.755,6.428
669862.172,5856641.069,6.155
669862.39,5856641.488,6.663
669862.578,5856641.848,5.881
669862.766,5856642.21,5.295
669862.952,5856642.545,4.397
669863.152,5856642.846,4.436
669863.398,5856643.217,5.022
669863.569,5856643.475,4.28
669863.821,5856643.854,4.358
669863.992,5856644.111,4.788
669864.223,5856644.463,4.084
669864.358,5856644.668,3.889
669864.568,5856644.988,4.319
669864.807,5856645.352,4.163
669864.939,5856645.553,4.436
669866.534,5856648.844,6.233
669866.574,5856648.92,5.686
669866.639,5856649.043,6.155
669866.703,5856649.163,6.467
669866.746,5856649.246,5.725
669866.821,5856649.393,6.116
669866.877,5856649.508,5.569
669866.925,5856649.608,5.295
669866.997,5856649.757,5.725
669867.06,5856649.886,5.998
669867.113,5856650.035,5.959
669867.155,5856650.185,5.842
669867.203,5856650.359,6.077
669867.248,5856650.521,6.155
669867.303,5856650.717,6.233
669867.33,5856650.841,6.741
669867.338,5856651,6.936
669867.346,5856651.148,6.741
669867.355,5856651.323,6.389
669867.365,5856651.515,7.248
669867.371,5856651.624,7.288
669867.363,5856651.771,7.327
669867.351,5856651.925,7.248
669867.343,5856652.018,7.131
669867.33,5856652.18,6.897
669867.322,5856652.274,6.116
669867.278,5856652.406,5.53
669867.242,5856652.472,5.1
669867.185,5856652.575,4.748
669867.127,5856652.68,4.67
669867.088,5856652.75,4.67
669867.024,5856652.868,4.631
669866.979,5856652.95,4.631
669866.92,5856653.06,6.272
669866.87,5856653.153,5.569
669866.807,5856653.271,5.803
669866.757,5856653.364,5.959
669866.662,5856653.446,5.686
669866.558,5856653.514,4.866
669866.484,5856653.563,4.358
669866.389,5856653.626,5.373
669866.297,5856653.686,5.92
669866.2,5856653.74,5.373
669866.119,5856653.779,4.944
669866.012,5856653.831,4.67
669865.935,5856653.868,4.788
669865.833,5856653.917,5.217
669865.708,5856653.962,5.217
669865.542,5856653.982,4.592
669865.449,5856653.993,4.905
669865.285,5856654.013,5.256
669865.11,5856654.034,5.1
669865.009,5856654.047,5.139
669864.8,5856654.025,4.553
669864.513,5856653.984,3.694
669864.359,5856653.963,3.889
669864.113,5856653.928,3.928
669863.858,5856653.872,3.811
669863.642,5856653.768,4.241
669863.436,5856653.669,4.748
669863.223,5856653.567,5.295
669862.965,5856653.443,6.467
669862.729,5856653.329,6.663
669862.529,5856653.169,6.897
669862.29,5856652.94,7.444
669862.021,5856652.683,7.131
669861.847,5856652.516,6.038
669861.611,5856652.291,6.467
669861.435,5856652.08,7.952
669861.224,5856651.751,8.264
669860.963,5856651.341,8.108
669860.809,5856651.101,8.85
669860.607,5856650.783,11.077
669860.376,5856650.417,15.1
669860.232,5856650.159,17.522
669860.049,5856649.831,22.014
669859.864,5856649.499,20.53
669859.713,5856649.228,12.991
669859.521,5856648.884,8.655
669859.422,5856648.716,8.381
669859.306,5856648.522,8.225
669859.176,5856648.304,8.381
669859.066,5856648.12,7.834
669858.933,5856647.899,7.991
669858.845,5856647.709,7.678
669858.826,5856647.617,8.498
669858.796,5856647.473,8.303
669858.774,5856647.365,8.147
669858.746,5856647.228,7.209
669858.713,5856647.075,7.717
669858.666,5856646.893,7.248
669858.599,5856646.635,7.014
669858.538,5856646.399,6.819
669858.478,5856646.169,6.584
669858.42,5856645.954,6.233
669858.336,5856645.687,6.155
669858.257,5856645.437,5.842
669858.182,5856645.198,6.233
669858.104,5856644.949,5.334
669858.014,5856644.667,5.686
669857.932,5856644.46,5.53
669857.83,5856644.198,4.944
669857.72,5856643.919,4.866
669857.623,5856643.673,5.061
669857.51,5856643.385,4.866
669857.376,5856643.081,5.139
669857.282,5856642.88,5.608
669857.108,5856642.51,5.608
669857.012,5856642.305,6.233
669856.902,5856642.072,6.233
669856.753,5856641.772,6.194
669856.578,5856641.48,6.702
669856.367,5856641.127,6.623
669856.226,5856640.891,6.936
669856.017,5856640.541,7.053
669855.835,5856640.233,6.936
669855.675,5856639.945,7.092
669855.486,5856639.603,6.858
669855.258,5856639.189,6.272
669855.073,5856638.854,6.077
669854.864,5856638.476,5.92
669854.604,5856638.067,5.608
669854.413,5856637.798,5.452
669854.171,5856637.459,5.217
669853.94,5856637.135,5.295
669853.657,5856636.739,4.866
669853.489,5856636.511,4.788
669853.251,5856636.217,4.592
669853.037,5856635.952,4.163
669852.775,5856635.627,4.592
669852.487,5856635.271,3.967
669852.316,5856635.059,3.655
669852.01,5856634.647,3.42
669851.793,5856634.351,3.186
669851.547,5856634.015,3.225
669851.205,5856633.547,2.952
669851.026,5856633.303,3.381
669850.786,5856632.979,3.811
669850.588,5856632.712,3.694
669850.363,5856632.408,4.045
669850.067,5856632.009,4.084
669849.917,5856631.806,4.163
669849.662,5856631.445,4.084
669849.387,5856631.048,3.772
669849.219,5856630.805,4.475
669848.98,5856630.46,4.006
669848.79,5856630.186,3.928
669848.537,5856629.824,3.498
669848.23,5856629.386,3.225
669848.025,5856629.093,3.733
669847.71,5856628.645,3.889
669847.473,5856628.307,3.733
669847.174,5856627.884,3.147
669846.842,5856627.453,3.577
669846.636,5856627.187,3.538
669846.329,5856626.79,3.42
669846.115,5856626.512,3.772
669845.742,5856626.029,3.889
669845.538,5856625.782,3.108
669845.236,5856625.422,3.459
669844.995,5856625.132,3.85
669844.687,5856624.765,4.084
669844.38,5856624.397,4.163
669844.166,5856624.143,3.342
669843.908,5856623.845,3.264
669843.604,5856623.493,2.717
669843.285,5856623.124,2.522
669843.087,5856622.894,3.03
669842.799,5856622.543,2.991
669842.612,5856622.277,2.795
669842.377,5856621.943,2.6
669842.115,5856621.57,2.717
669841.801,5856621.123,2.991
669841.607,5856620.848,2.717
669841.317,5856620.424,2.873
669841.131,5856620.15,3.069
669840.898,5856619.809,3.147
669840.643,5856619.435,3.069
669840.414,5856619.097,3.538
669840.172,5856618.806,3.772
669839.975,5856618.577,3.694
669839.732,5856618.294,2.952
669839.513,5856618.04,4.006
669839.268,5856617.755,3.498
669839.077,5856617.505,3.577
669838.909,5856617.261,2.991
669838.758,5856617.042,2.952
669838.569,5856616.767,3.498
669838.376,5856616.488,4.006
669838.261,5856616.334,3.459
669838.143,5856616.21,3.616
669838.022,5856616.085,3.928
669837.879,5856615.936,3.694
669837.797,5856615.85,2.991
669837.667,5856615.715,3.303
669837.562,5856615.589,3.42
669837.442,5856615.443,3.342
669837.301,5856615.271,3.459
669837.222,5856615.175,3.264
669837.097,5856615.022,3.772
669836.975,5856614.856,3.225
669836.883,5856614.725,2.405
669836.75,5856614.535,2.561
669836.661,5856614.407,3.147
669836.553,5856614.253,3.147
669836.445,5856614.105,3.303
669836.217,5856613.822,3.538
669836.01,5856613.564,3.498
669835.816,5856613.323,3.498
669835.591,5856613.042,3.577
669835.401,5856612.806,3.538
669835.159,5856612.53,3.147
669834.927,5856612.272,3.538
669834.69,5856612.008,3.538
669834.541,5856611.842,3.186
669834.301,5856611.544,3.42
669834.196,5856611.345,3.459
669834.047,5856611.062,3.342
669833.917,5856610.816,3.655
669833.749,5856610.496,3.342
669833.64,5856610.289,2.913
669833.364,5856609.911,2.561
669833.176,5856609.662,2.6
669832.929,5856609.336,2.639
669832.7,5856609.033,3.264
669832.39,5856608.623,3.069
669832.188,5856608.338,3.069
669831.928,5856607.953,3.459
669831.685,5856607.592,3.225
669831.414,5856607.191,3.538
669831.137,5856606.781,3.147
669830.936,5856606.483,3.069
669830.659,5856606.068,3.459
669830.407,5856605.692,3.577
669830.18,5856605.353,3.264
669829.904,5856604.941,3.733
669829.674,5856604.596,3.186
669829.395,5856604.205,3.03
669829.2,5856603.937,2.795
669828.957,5856603.603,3.147
669828.755,5856603.326,3.381
669828.492,5856602.964,3.264
669828.221,5856602.602,3.85
669828.046,5856602.371,3.616
669827.801,5856602.049,3.498
669827.608,5856601.795,3.733
669827.33,5856601.429,3.264
669827.031,5856601.036,3.303
669826.814,5856600.751,3.655
669826.569,5856600.43,3.459
669826.278,5856600.048,3.459
669826.088,5856599.798,3.85
669825.749,5856599.354,3.733
669825.503,5856599.005,3.616
669825.127,5856598.463,3.577
669824.869,5856598.092,3.186
669824.611,5856597.721,3.538
669824.245,5856597.195,3.811
669824.002,5856596.829,3.459
669823.695,5856596.369,3.655
669823.378,5856595.893,3.694
669823.169,5856595.578,3.772
669822.878,5856595.142,3.225
669822.557,5856594.678,2.639
669822.233,5856594.219,3.538
669822.014,5856593.909,3.694
669821.741,5856593.521,3.225
669821.372,5856592.999,3.498
669821.18,5856592.724,3.889
669820.848,5856592.24,3.147
669820.68,5856591.996,3.733
669820.372,5856591.547,3.264
669820.07,5856591.107,3.498
669819.866,5856590.81,3.147
669819.533,5856590.319,3.03
669819.248,5856589.899,2.834
669819.047,5856589.603,3.03
669818.797,5856589.233,3.577
669818.505,5856588.803,3.811
669818.219,5856588.375,3.498
669818.019,5856588.075,3.694
669817.715,5856587.619,3.577
669817.502,5856587.298,3.577
669817.191,5856586.833,3.303
669816.987,5856586.527,3.538
669816.708,5856586.108,3.186
669816.446,5856585.716,2.756
669816.206,5856585.356,3.186
669815.915,5856584.92,3.225
669815.676,5856584.562,3.811
669815.409,5856584.144,4.123
669815.16,5856583.752,3.889
669814.888,5856583.325,4.045
669814.627,5856582.916,3.889
669814.34,5856582.464,3.85
669814.041,5856582.035,4.28
669813.735,5856581.617,4.045
669813.354,5856581.095,3.928
669812.724,5856580.232,3.655
669812.368,5856579.768,3.459
669812.092,5856579.414,3.498
669811.722,5856578.94,3.694
669811.353,5856578.467,3.889
669811.094,5856578.135,3.42
669810.708,5856577.578,3.498
669810.453,5856577.184,3.889
669810.07,5856576.591,3.889
669809.835,5856576.228,4.436
669809.173,5856575.222,4.241
669808.87,5856574.815,3.85
669808.475,5856574.286,2.834
669808.022,5856573.678,3.264
669807.794,5856573.373,3.303
669807.369,5856572.803,3.498
669806.995,5856572.327,3.538
669806.561,5856571.777,4.045
669806.262,5856571.399,3.733
669805.956,5856571.011,3.889
669805.529,5856570.471,3.928
669805.193,5856570.032,3.694
669804.811,5856569.514,3.577
669804.451,5856569.027,3.967
669804.094,5856568.542,3.498
669803.733,5856568.052,3.538
669803.432,5856567.644,4.045
669803.074,5856567.167,4.319
669802.658,5856566.611,4.709
669802.347,5856566.195,4.436
669801.931,5856565.639,3.967
669801.661,5856565.277,3.967
669801.23,5856564.716,3.498
669800.755,5856564.1,3.772
669800.463,5856563.722,3.733
669800.074,5856563.217,4.006
669799.698,5856562.73,3.889
669799.297,5856562.167,3.85
669798.903,5856561.604,4.006
669798.643,5856561.233,4.123
669798.299,5856560.742,4.475
669797.861,5856560.118,4.788
669797.646,5856559.793,4.866
669797.277,5856559.23,4.631
669797.038,5856558.867,4.163
669796.709,5856558.365,4.397
669796.383,5856557.868,4.553
669796.031,5856557.322,4.748
669795.81,5856556.972,3.928
669795.45,5856556.403,4.553
669795.249,5856556.084,4.397
669794.933,5856555.584,4.319
669794.569,5856555.003,4.28
669794.338,5856554.62,4.241
669794.039,5856554.124,3.811
669793.736,5856553.623,3.928
669793.44,5856553.131,4.084
669793.195,5856552.726,3.811
669792.857,5856552.183,3.694
669792.584,5856551.754,4.436
669792.223,5856551.188,4.514
669791.96,5856550.773,3.811
669791.64,5856550.27,3.85
669791.234,5856549.655,3.03
669791.003,5856549.318,3.616
669790.68,5856548.848,3.889
669790.339,5856548.351,3.772
669790.034,5856547.907,3.85
669789.648,5856547.347,3.772
669789.379,5856546.962,3.655
669789.055,5856546.501,4.202
669788.704,5856545.999,4.084
669788.315,5856545.443,4.163
669788.044,5856545.056,3.967
669787.733,5856544.582,4.436
669787.451,5856544.14,5.061
669787.099,5856543.589,6.663
669786.712,5856542.983,7.053
669786.447,5856542.567,6.194
669786.106,5856542.042,5.139
669785.794,5856541.57,5.061
669785.43,5856541.021,4.67
669785.036,5856540.425,4.748
669784.702,5856539.922,4.28
669784.323,5856539.36,3.85
669783.931,5856538.792,4.28
669783.597,5856538.31,4.163
669783.33,5856537.923,4.319
669782.934,5856537.35,4.553
669782.676,5856536.979,4.358
669782.391,5856536.574,4.67
669782.02,5856536.047,4.163
669781.69,5856535.579,3.772
669781.405,5856535.174,3.85
669781.042,5856534.659,3.577
669780.627,5856534.053,4.006
669780.37,5856533.678,3.772
669780.05,5856533.211,3.967
669779.744,5856532.764,4.163
669779.363,5856532.207,4.397
669778.935,5856531.614,4.28
669778.681,5856531.27,4.084
669778.276,5856530.722,4.397
669777.865,5856530.166,4.397
669777.537,5856529.722,5.998
669777.169,5856529.218,5.998
669776.863,5856528.78,6.038
669776.483,5856528.235,6.233
669776.174,5856527.792,6.155
669775.787,5856527.238,5.647
669775.434,5856526.732,5.217
669775.129,5856526.276,4.553
669774.759,5856525.722,4.553
669774.462,5856525.277,3.772
669774.082,5856524.707,4.123
669773.699,5856524.132,3.772
669773.435,5856523.747,3.577
669772.999,5856523.121,4.123
669772.589,5856522.533,4.045
669772.296,5856522.113,3.616
669771.879,5856521.515,3.811
669771.605,5856521.127,3.772
669771.301,5856520.7,3.928
669770.905,5856520.14,4.241
669770.522,5856519.601,4.358
669770.277,5856519.256,4.045
669769.875,5856518.674,3.733
669769.621,5856518.295,3.85
669769.271,5856517.773,3.967
669768.984,5856517.344,3.381
669768.599,5856516.77,3.147
669768.2,5856516.181,3.498
669767.951,5856515.827,3.694
669767.583,5856515.303,4.436
669767.329,5856514.941,4.514
669766.916,5856514.352,3.967
669766.682,5856514.019,4.397
669766.298,5856513.458,4.241
669765.956,5856512.954,4.241
669765.711,5856512.594,3.381
669765.387,5856512.116,3.616
669765.115,5856511.716,3.772
669764.769,5856511.196,2.913
669764.403,5856510.62,2.873
669764.113,5856510.163,3.186
669763.78,5856509.639,3.577
669763.365,5856508.984,3.967
669763.088,5856508.549,4.123
669762.715,5856507.976,2.639
669762.394,5856507.483,3.03
669762.029,5856506.921,2.717
669761.708,5856506.427,3.186
669761.333,5856505.851,3.889
669761.008,5856505.393,3.459
669760.614,5856504.856,2.522
669760.301,5856504.431,2.952
669759.892,5856503.874,3.616
669759.499,5856503.34,3.889
669759.207,5856502.96,4.319
669758.762,5856502.419,4.045
669758.319,5856501.88,4.006
669757.908,5856501.381,4.319
669757.485,5856500.866,4.592
669757.15,5856500.448,4.123
669756.751,5856499.939,4.788
669756.33,5856499.402,4.553
669756.011,5856498.994,3.186
669755.661,5856498.548,3.928
669755.321,5856498.104,3.577
669754.898,5856497.508,3.85
669754.675,5856497.192,4.123
669754.299,5856496.663,3.928
669753.911,5856496.116,4.006
669753.654,5856495.753,3.811
669753.27,5856495.222,3.694
669752.975,5856494.815,3.42
669752.667,5856494.39,3.655
669752.26,5856493.827,3.655
669751.943,5856493.389,3.186
669751.562,5856492.88,3.108
669751.297,5856492.533,3.225
669750.852,5856491.948,3.108
669750.612,5856491.633,3.108
669750.241,5856491.146,3.225
669749.946,5856490.75,3.577
669749.592,5856490.226,3.577
669749.271,5856489.75,3.733
669748.994,5856489.34,4.045
669748.664,5856488.851,3.616
669748.329,5856488.355,3.538
669748.009,5856487.894,2.991
669747.73,5856487.491,3.303
669747.358,5856486.955,3.42
669747.034,5856486.488,3.772
669746.792,5856486.14,3.733
669746.42,5856485.587,3.655
669746.108,5856485.11,3.616
669745.731,5856484.536,3.538
669745.433,5856484.082,3.186
669745.017,5856483.448,3.694
669744.711,5856483.013,3.772
669744.371,5856482.534,4.202
669743.992,5856482.001,4.592
669743.73,5856481.631,4.905
669743.396,5856481.16,4.631
669743.084,5856480.737,4.67
669742.699,5856480.239,4.631
669742.267,5856479.68,4.67
669741.97,5856479.296,5.334
669741.566,5856478.774,5.178
669741.289,5856478.414,4.905
669740.922,5856477.897,4.905
669740.609,5856477.455,4.983
669740.253,5856476.953,4.866
669739.855,5856476.391,4.631
669739.595,5856476.024,4.553
669739.259,5856475.546,4.397
669738.957,5856475.116,4.397
669738.684,5856474.728,4.475
669738.358,5856474.264,4.748
669737.99,5856473.739,5.491
669737.733,5856473.388,5.217
669737.467,5856473.034,5.608
669737.172,5856472.641,5.452
669736.892,5856472.269,5.373
669736.571,5856471.843,4.944
669736.254,5856471.42,5.217
669735.918,5856470.961,5.139
669735.595,5856470.523,5.256
669735.21,5856469.999,5.139
669734.911,5856469.592,5.373
669734.602,5856469.172,5.1
669734.212,5856468.648,5.061
669733.853,5856468.165,4.28
669733.432,5856467.601,4.788
669733.157,5856467.232,4.748
669732.715,5856466.639,4.475
669732.336,5856466.149,4.827
669731.851,5856465.544,4.397
669731.566,5856465.188,4.28
669731.065,5856464.562,3.967
669730.814,5856464.248,3.889
669730.324,5856463.623,4.202
669729.88,5856463.007,4.944
669729.581,5856462.591,4.944
669729.077,5856461.89,4.514
669728.774,5856461.468,4.436
669728.308,5856460.831,4.163
669728.025,5856460.452,4.592
669727.663,5856459.967,4.358
669727.303,5856459.486,4.045
669726.912,5856458.963,4.123
669726.495,5856458.406,4.866
669726.23,5856458.059,5.295
669725.78,5856457.467,4.983
669725.443,5856457.024,5.295
669725.115,5856456.593,5.217
669724.687,5856456.03,4.905
669724.37,5856455.618,5.1
669723.96,5856455.088,5.061
669723.564,5856454.576,5.256
669723.218,5856454.13,5.334
669722.781,5856453.566,5.569
669722.318,5856452.968,5.959
669722.03,5856452.597,6.155
669721.554,5856451.984,5.803
669721.295,5856451.65,5.373
669720.805,5856451.018,5.178
669720.542,5856450.679,5.139
669720.096,5856450.1,5.334
669719.659,5856449.532,5.217
669719.394,5856449.187,5.1
669718.917,5856448.566,5.842
669718.57,5856448.115,4.983
669718.159,5856447.589,5.725
669717.861,5856447.21,5.491
669717.497,5856446.746,5.842
669717.145,5856446.299,5.647
669716.771,5856445.822,5.959
669716.441,5856445.39,5.881
669716.076,5856444.882,5.764
669715.673,5856444.318,6.428
669715.299,5856443.795,6.819
669714.824,5856443.132,6.506
669714.561,5856442.757,7.053
669714.201,5856442.236,7.209
669713.833,5856441.705,7.678
669713.583,5856441.344,6.663
669713.252,5856440.865,5.92
669712.959,5856440.44,5.256
669712.645,5856439.96,5.491
669712.26,5856439.372,5.452
669712.026,5856439.014,5.139
669711.684,5856438.49,4.905
669711.343,5856437.968,5.295
669711.047,5856437.537,5.022
669710.723,5856437.067,4.748
669710.416,5856436.623,4.905
669710.044,5856436.082,5.139
669709.755,5856435.663,5.061
669709.396,5856435.155,4.905
669709.076,5856434.714,4.28
669708.745,5856434.257,4.709
669708.346,5856433.707,3.538
669708.026,5856433.266,4.045
669707.638,5856432.727,4.436
669707.364,5856432.336,4.788
669707.009,5856431.828,4.553
669706.642,5856431.303,5.061
669706.311,5856430.831,4.67
669706.069,5856430.484,3.928
669705.807,5856430.105,4.202
669705.47,5856429.613,4.553
669705.103,5856429.077,4.983
669704.884,5856428.757,4.709
669704.575,5856428.307,4.788
669704.183,5856427.748,4.866
669703.93,5856427.394,4.436
669703.6,5856426.932,4.788
669703.335,5856426.562,4.592
669703.023,5856426.125,5.413
669702.678,5856425.603,5.881
669702.468,5856425.187,5.647
669702.257,5856424.77,5.686
669702.008,5856424.278,6.428
669701.772,5856423.811,5.998
669701.582,5856423.442,6.741
669701.399,5856423.111,6.975
669701.188,5856422.731,7.131
669700.987,5856422.367,6.858
669700.845,5856422.111,6.78
669700.653,5856421.764,7.248
669700.481,5856421.433,7.248
669700.286,5856421.056,6.897
669700.17,5856420.831,6.858
669699.964,5856420.434,6.858
669699.829,5856420.174,7.327
669699.658,5856419.833,7.483
669699.552,5856419.618,7.952
669699.375,5856419.26,7.639
669699.26,5856419.03,7.405
669699.099,5856418.705,7.483
669698.98,5856418.464,7.17
669698.849,5856418.205,7.444
669698.697,5856417.903,7.131
669698.618,5856417.746,6.936
669698.51,5856417.531,7.248
669698.382,5856417.278,6.623
669698.278,5856417.031,6.663
669698.184,5856416.806,6.819
669698.064,5856416.521,6.428
669697.972,5856416.303,6.623
669697.857,5856416.028,6.819
669697.721,5856415.826,6.155
669697.596,5856415.675,6.584
669697.43,5856415.475,6.741
669697.256,5856415.265,7.131
669697.146,5856415.131,6.623
669697.001,5856415.014,7.366
669696.832,5856414.999,8.069
669696.668,5856414.985,7.366
669696.486,5856414.968,7.561
669696.364,5856414.957,7.327
669696.196,5856414.941,7.366
669696.09,5856414.927,7.17
669695.96,5856414.909,7.288
669695.839,5856414.892,7.327
669695.679,5856414.87,7.327
669695.598,5856414.873,7.756
669695.531,5856414.922,7.873
669695.484,5856414.957,7.561
669695.429,5856414.997,7.991
669695.376,5856415.036,7.795
669695.318,5856415.078,7.561
669695.308,5856415.079,7.952
669695.306,5856415.073,8.498
669695.303,5856415.066,8.928
669695.299,5856415.059,8.459
669695.297,5856415.054,8.303
669695.199,5856415.03,7.913
669695.199,5856415.03,8.264
669695.199,5856415.029,8.616
669695.199,5856415.029,8.538
669695.199,5856415.029,8.733
669695.199,5856415.03,8.303
669695.198,5856415.031,8.459
669695.197,5856415.032,8.733
669695.197,5856415.034,8.811
669695.196,5856415.035,8.459
669695.194,5856415.052,9.241
669695.192,5856415.084,9.202
669695.189,5856415.113,8.811
669695.187,5856415.148,8.459
669695.184,5856415.186,7.952
669695.172,5856415.217,7.991
669695.11,5856415.253,7.561
669695.032,5856415.299,7.952
669694.961,5856415.34,8.147
669694.89,5856415.382,7.405
669694.83,5856415.446,7.17
669694.79,5856415.571,7.327
669694.762,5856415.659,7.131
669694.725,5856415.772,7.483
669694.691,5856415.879,7.913
669694.646,5856416.018,8.03
669694.59,5856416.209,8.147
669694.511,5856416.477,8.733
669694.441,5856416.715,8.459
669694.379,5856416.926,7.248
669694.299,5856417.194,7.327
669694.28,5856417.422,6.741
669694.268,5856417.779,7.014
669694.258,5856418.036,6.702
669694.247,5856418.362,5.803
669694.234,5856418.713,5.061
669694.251,5856418.956,4.983
669694.351,5856419.365,4.553
669694.451,5856419.778,4.358
669694.532,5856420.11,4.709
669694.621,5856420.474,4.709
669694.746,5856420.917,4.983
669694.878,5856421.175,4.748
669695.066,5856421.543,5.373
669695.219,5856421.841,6.038
669695.414,5856422.222,5.53
669695.602,5856422.589,6.311
669695.82,5856423.06,6.35
669695.954,5856423.36,6.116
669696.317,5856424.165,5.178
669696.52,5856424.616,5.803
669696.806,5856425.14,5.608
669696.947,5856425.359,5.491
669697.214,5856425.773,5.92
669697.67,5856426.48,6.272
669712.246,5856447.183,4.788
669712.645,5856447.706,4.553
669712.887,5856448.022,4.006
669713.265,5856448.518,3.694
669713.618,5856448.98,3.342
669713.861,5856449.299,3.616
669714.275,5856449.845,3.538
669714.568,5856450.232,3.655
669714.971,5856450.763,3.616
669715.415,5856451.349,3.577
669715.627,5856451.637,3.967
669715.978,5856452.121,4.123
669716.186,5856452.408,3.577
669716.503,5856452.846,4.045
669716.752,5856453.19,3.889
669717.083,5856453.642,3.811
669717.452,5856454.11,3.538
669717.673,5856454.392,3.577
669718,5856454.807,3.303
669718.267,5856455.146,3.577
669718.621,5856455.596,3.264
669718.927,5856455.996,3.303
669719.268,5856456.445,3.42
669719.608,5856456.891,3.616
669719.913,5856457.293,3.772
669720.297,5856457.798,3.498
669720.624,5856458.237,3.967
669720.983,5856458.73,3.42
669721.328,5856459.207,3.03
669721.643,5856459.64,3.616
669722.01,5856460.146,3.303
669722.408,5856460.695,4.397
669722.698,5856461.098,4.163
669723.012,5856461.532,3.967
669723.386,5856462.052,4.084
669723.799,5856462.625,3.733
669724.044,5856462.964,3.459
669724.432,5856463.496,3.616
669724.743,5856463.921,3.577
669725.156,5856464.485,3.186
669725.502,5856464.956,3.147
669725.813,5856465.381,3.303
669726.245,5856465.983,3.538
669726.596,5856466.484,3.811
669727.057,5856467.14,3.498
669727.411,5856467.645,3.538
669727.816,5856468.222,3.459
669728.264,5856468.848,3.889
669728.597,5856469.306,3.811
669729.043,5856469.92,4.202
669729.361,5856470.358,4.67
669729.825,5856470.997,4.788
669730.123,5856471.393,4.709
669730.567,5856471.918,4.905
669730.923,5856472.339,4.944
669731.347,5856472.841,5.256
669731.703,5856473.261,5.413
669732.129,5856473.765,4.709
669732.447,5856474.152,5.295
669732.789,5856474.57,4.748
669733.161,5856475.023,4.788
669733.53,5856475.474,4.866
669733.947,5856475.982,4.788
669734.215,5856476.343,4.944
669734.481,5856476.71,4.319
669734.762,5856477.097,4.788
669735.122,5856477.592,4.944
669735.36,5856477.92,4.241
669735.661,5856478.331,3.655
669735.971,5856478.745,4.045
669736.269,5856479.144,4.709
669736.551,5856479.521,4.709
669736.876,5856479.954,4.436
669737.253,5856480.46,4.397
669737.502,5856480.804,4.28
669737.848,5856481.282,4.202
669738.14,5856481.685,4.28
669738.462,5856482.131,3.889
669738.82,5856482.625,4.592
669739.144,5856483.092,4.553
669739.41,5856483.484,4.006
669739.734,5856483.962,3.42
669740.117,5856484.526,3.186
669740.328,5856484.838,3.108
669740.637,5856485.286,3.225
669741.056,5856485.86,3.147
669741.48,5856486.442,2.873
669741.781,5856486.854,2.756
669742.136,5856487.341,3.108
669742.459,5856487.775,2.873
