Easting[m], Northing[m], CH-1.0m
669759.024,5856620.303,4.26
669759.357,5856620.855,4.221
669759.64,5856621.325,4.221
669760.306,5856622.438,3.635
669760.596,5856622.927,4.26
669760.839,5856623.337,3.831
669761.183,5856623.915,3.987
669761.436,5856624.343,4.338
669761.704,5856624.811,3.713
669761.989,5856625.309,3.479
669762.304,5856625.86,3.596
669762.49,5856626.186,3.792
669762.766,5856626.669,3.635
669763.027,5856627.112,3.674
669763.344,5856627.642,3.831
669763.642,5856628.139,4.065
669763.879,5856628.534,4.417
669764.181,5856629.039,4.26
669764.428,5856629.444,3.752
669764.703,5856629.886,4.417
669764.966,5856630.309,4.885
669765.254,5856630.773,4.69
669765.587,5856631.308,4.534
669765.855,5856631.742,4.69
669766.117,5856632.174,4.417
669766.374,5856632.6,4.495
669766.643,5856633.045,4.807
669766.892,5856633.457,4.963
669767.207,5856633.979,4.768
669767.558,5856634.463,4.182
669767.818,5856634.813,4.338
669768.151,5856635.261,4.221
669768.526,5856635.766,4.143
669768.774,5856636.098,3.987
669769.074,5856636.511,3.596
669769.342,5856636.892,4.026
669769.634,5856637.306,4.182
669769.973,5856637.787,4.104
669770.297,5856638.246,4.182
669770.602,5856638.682,4.221
669770.972,5856639.226,4.182
669771.24,5856639.619,4.143
669771.533,5856640.049,4.182
669771.846,5856640.508,4.221
669772.227,5856641.061,4.534
669772.548,5856641.512,4.065
669772.796,5856641.86,4.26
669773.136,5856642.336,3.792
669773.462,5856642.794,3.948
669773.813,5856643.289,4.456
669774.105,5856643.733,4.104
669774.338,5856644.089,3.674
669774.661,5856644.579,3.049
669775.018,5856645.124,3.167
669775.21,5856645.416,3.479
669775.528,5856645.911,3.752
669775.81,5856646.361,3.479
669776.045,5856646.735,3.479
669776.306,5856647.149,4.299
669776.579,5856647.583,4.026
669776.897,5856648.087,4.377
669777.113,5856648.425,3.87
669777.332,5856648.767,4.495
669777.601,5856649.188,4.338
669777.881,5856649.625,4.924
669778.179,5856650.092,4.69
669778.473,5856650.52,4.026
669778.736,5856650.903,4.065
669779.057,5856651.369,3.323
669779.394,5856651.861,3.635
669779.692,5856652.294,3.713
669779.913,5856652.651,4.924
669780.198,5856653.131,4.846
669780.441,5856653.54,4.417
669780.676,5856653.936,4.377
669780.977,5856654.442,4.104
669781.279,5856654.933,4.963
669781.586,5856655.397,4.846
669781.887,5856655.852,4.846
669782.227,5856656.367,5.12
669782.529,5856656.823,5.237
669782.84,5856657.34,4.573
669783.116,5856657.865,5.237
669783.324,5856658.259,4.924
669783.573,5856658.732,4.612
669783.88,5856659.315,4.456
669784.129,5856659.776,4.612
669784.376,5856660.187,4.573
669784.988,5856661.206,4.573
669785.225,5856661.6,4.768
669785.494,5856662.047,5.081
669785.747,5856662.482,4.338
669786.007,5856662.936,4.612
669786.292,5856663.433,4.299
669786.502,5856663.798,5.042
669786.725,5856664.188,4.495
669786.987,5856664.602,4.26
669787.213,5856664.9,4.26
669787.414,5856665.166,3.909
669787.587,5856665.394,4.417
669787.827,5856665.711,4.885
669788.049,5856665.999,5.042
669788.217,5856666.204,4.612
669788.439,5856666.475,4.924
669788.656,5856666.739,4.729
669788.858,5856666.985,4.651
669789.079,5856667.256,5.276
669789.161,5856667.405,5.12
669789.284,5856667.629,5.159
669789.386,5856667.816,4.573
669789.491,5856668.007,4.963
669789.633,5856668.265,4.963
669789.696,5856668.409,5.198
669789.741,5856668.584,4.534
669789.788,5856668.763,4.534
669789.824,5856668.904,5.237
669789.864,5856669.058,5.549
669789.892,5856669.226,5.276
669789.864,5856669.425,4.846
669789.834,5856669.64,5.315
669789.798,5856669.889,5.237
669789.766,5856670.115,5.081
669789.726,5856670.286,5.276
669789.611,5856670.49,5.159
669789.515,5856670.659,5.198
669789.429,5856670.811,3.87
669789.328,5856670.988,4.26
669789.235,5856671.152,4.026
669789.059,5856671.299,4.182
669788.929,5856671.402,4.338
669788.74,5856671.551,3.713
669788.543,5856671.706,4.651
669788.412,5856671.81,4.143
669788.088,5856671.959,5.002
669787.858,5856672.051,4.768
669787.53,5856672.182,4.69
669787.255,5856672.291,4.885
669786.992,5856672.396,5.237
669786.639,5856672.47,5.159
669786.232,5856672.439,5.51
669785.815,5856672.408,5.432
669785.44,5856672.379,5.667
669785.023,5856672.347,5.627
669784.65,5856672.319,5.784
669784.217,5856672.097,5.862
669783.795,5856671.862,4.26
669783.311,5856671.592,4.885
669782.847,5856671.333,5.354
669782.338,5856671.05,6.135
669782.038,5856670.754,5.198
669781.648,5856670.347,5.745
669781.327,5856670.012,5.237
669780.949,5856669.618,5.432
669780.614,5856669.269,5.315
669780.28,5856668.885,5.198
669779.928,5856668.387,5.667
669779.561,5856667.87,5.393
669779.258,5856667.443,5.276
669778.962,5856667.025,5.159
669778.566,5856666.423,5.042
669778.357,5856665.993,4.573
669778.094,5856665.453,4.495
669777.746,5856664.737,4.768
669777.266,5856663.766,4.495
669776.998,5856663.294,4.026
669776.648,5856662.676,4.534
669776.321,5856662.099,4.338
669776.01,5856661.551,4.495
669775.744,5856661.082,4.651
669775.426,5856660.562,3.87
669775.116,5856660.058,3.518
669774.766,5856659.491,4.143
669774.399,5856658.897,4.612
669774.129,5856658.458,4.417
669773.805,5856657.947,4.534
669773.502,5856657.476,5.002
669773.208,5856657.019,4.729
669772.881,5856656.511,4.651
669772.537,5856655.977,4.885
669772.226,5856655.487,4.846
669771.869,5856654.886,4.651
669771.575,5856654.389,4.729
669771.262,5856653.859,4.69
669770.995,5856653.409,4.534
669770.67,5856652.86,4.26
669770.35,5856652.337,3.752
669770.037,5856651.829,3.557
669769.674,5856651.24,3.674
669769.388,5856650.776,3.752
669769.071,5856650.262,3.948
669768.744,5856649.696,3.987
669768.436,5856649.126,3.127
669768.166,5856648.626,4.182
669767.886,5856648.11,3.831
669767.553,5856647.494,4.417
669767.286,5856647.013,4.417
669766.965,5856646.503,3.752
669766.666,5856646.026,3.948
669766.337,5856645.502,4.182
669766.002,5856644.968,4.495
669765.687,5856644.466,4.26
669765.305,5856643.838,4.417
669764.933,5856643.222,4.299
669764.639,5856642.735,4.573
669764.311,5856642.191,4.338
669763.917,5856641.533,4.495
669763.655,5856641.066,4.534
669763.354,5856640.528,4.182
669763.039,5856639.968,3.792
669762.764,5856639.476,4.104
669762.494,5856638.996,5.432
669762.183,5856638.445,4.768
669761.913,5856637.97,4.573
669761.624,5856637.461,4.729
669761.347,5856636.973,5.198
669761.005,5856636.371,5.042
669760.774,5856635.969,4.69
669760.504,5856635.507,4.495
669760.215,5856635.014,4.729
669759.925,5856634.519,4.495
669759.65,5856634.049,4.729
669759.339,5856633.503,4.534
669758.917,5856632.578,4.885
669758.689,5856632.08,5.159
669758.435,5856631.524,5.081
669758.207,5856631.023,4.846
669757.983,5856630.568,5.315
669757.755,5856630.115,4.338
669757.519,5856629.644,4.143
669757.236,5856629.08,4.612
669757.034,5856628.678,4.026
669756.767,5856628.211,3.792
669756.527,5856627.848,4.651
669756.236,5856627.406,4.69
669755.939,5856626.957,6.057
669755.648,5856626.516,5.002
669755.325,5856626.025,5.276
669754.985,5856625.484,5.159
669754.677,5856624.994,5.862
669754.39,5856624.539,5.51
669754.096,5856624.07,4.807
669753.821,5856623.633,4.573
669753.448,5856623.045,4.729
669753.095,5856622.49,4.612
669752.63,5856621.758,4.26
669752.324,5856621.277,3.987
669751.965,5856620.712,4.495
669751.637,5856620.172,4.377
669751.334,5856619.667,4.768
669750.943,5856619.016,4.729
669750.616,5856618.472,4.143
669750.351,5856618.031,4.182
669749.985,5856617.469,4.104
669749.662,5856617.004,4.573
669749.305,5856616.488,4.846
669748.953,5856615.98,4.612
669748.627,5856615.509,4.651
669748.274,5856614.997,4.573
669747.919,5856614.47,4.768
669747.514,5856613.87,4.807
669747.208,5856613.417,5.198
669746.834,5856612.863,5.276
669746.518,5856612.394,5.432
669746.238,5856611.994,5.12
669745.967,5856611.609,5.12
669745.679,5856611.2,4.963
669745.36,5856610.747,5.198
669745.132,5856610.424,5.159
669744.867,5856610.027,4.768
669744.555,5856609.535,5.393
669744.33,5856609.18,5.471
669744.065,5856608.761,5.198
669743.739,5856608.247,5.198
669743.508,5856607.888,4.963
669743.201,5856607.434,5.042
669742.871,5856606.943,5.002
669742.582,5856606.515,4.963
669742.287,5856606.077,5.354
669741.979,5856605.621,5.276
669741.656,5856605.156,5.549
669741.306,5856604.655,5.198
669740.97,5856604.175,4.768
669740.65,5856603.717,4.924
669740.296,5856603.211,5.002
669739.921,5856602.683,5.354
669739.538,5856602.148,5.51
669739.182,5856601.651,4.651
669738.768,5856601.074,5.198
669738.387,5856600.542,4.807
669737.973,5856599.957,4.573
669737.67,5856599.526,5.237
669737.341,5856599.06,5.042
669736.933,5856598.48,4.69
669735.86,5856597.013,5.393
669735.517,5856596.559,5.471
669735.122,5856596.037,4.377
669734.794,5856595.604,4.612
669734.364,5856595.021,4.69
669734.084,5856594.579,4.768
669733.726,5856594.017,4.807
669733.293,5856593.334,5.667
669733.032,5856592.922,5.667
669732.728,5856592.444,5.393
669732.402,5856591.93,5.315
669732.026,5856591.338,5.315
669731.771,5856590.936,5.901
669731.463,5856590.452,5.862
669731.146,5856589.952,5.549
669730.841,5856589.514,5.354
669730.432,5856589,5.667
669730.123,5856588.612,5.823
669729.726,5856588.113,5.862
669729.404,5856587.708,5.588
669729.034,5856587.238,5.002
669728.749,5856586.82,5.588
669728.448,5856586.379,6.018
669728.078,5856585.836,5.667
669727.807,5856585.439,5.354
669727.546,5856585.056,5.471
669727.268,5856584.601,6.174
669726.705,5856583.639,5.784
669726.373,5856583.069,5.667
669726.138,5856582.669,5.588
669725.839,5856582.199,4.963
669725.448,5856581.657,5.081
669725.079,5856581.145,6.292
669724.694,5856580.611,5.94
669724.271,5856580.023,5.823
669723.953,5856579.548,5.745
669723.654,5856579.092,5.432
669723.299,5856578.549,4.924
669723.006,5856578.101,4.729
669722.637,5856577.536,4.534
669722.279,5856577,4.651
669721.593,5856576.009,4.143
669721.301,5856575.587,4.26
669720.922,5856575.04,4.221
669720.557,5856574.504,3.987
669720.239,5856573.951,4.104
669719.987,5856573.513,4.768
669719.723,5856573.054,4.885
669719.409,5856572.506,4.729
669719.115,5856571.996,4.26
669718.721,5856571.452,3.792
669718.422,5856571.074,3.752
669717.989,5856570.527,4.338
669717.582,5856570.014,4.924
669717.183,5856569.51,4.807
669716.848,5856569.054,5.276
669716.518,5856568.541,4.963
669716.168,5856567.997,5.51
669715.898,5856567.577,4.807
669715.529,5856567.003,4.612
669715.134,5856566.385,4.612
669714.923,5856566.042,4.573
669714.523,5856565.394,4.299
669714.309,5856565.046,3.909
669713.968,5856564.493,4.26
669713.692,5856564.047,4.377
669713.35,5856563.544,4.885
669712.975,5856563.028,4.651
669712.566,5856562.465,4.534
669712.229,5856562.001,4.104
669711.884,5856561.527,4.377
669711.514,5856561.014,4.338
669711.113,5856560.451,4.065
669710.639,5856559.784,4.377
669710.321,5856559.336,4.69
669709.941,5856558.802,4.143
669709.611,5856558.346,4.534
669709.166,5856557.745,4.456
669708.771,5856557.209,5.159
669708.471,5856556.803,4.651
669708.079,5856556.273,4.534
669707.73,5856555.791,4.377
669707.398,5856555.298,4.846
669707.088,5856554.836,3.831
669706.691,5856554.246,3.674
669706.409,5856553.827,4.182
669706.018,5856553.246,3.948
669705.605,5856552.666,4.221
669705.211,5856552.118,4.729
669704.865,5856551.635,4.456
669704.467,5856551.081,4.846
669704.007,5856550.44,4.573
669703.653,5856549.929,4.456
669703.295,5856549.403,4.377
669702.844,5856548.742,4.338
669702.49,5856548.222,4.338
669702.022,5856547.536,4.69
669701.614,5856546.922,5.12
669701.243,5856546.328,5.198
669700.872,5856545.733,5.159
669700.518,5856545.165,5.315
669700.08,5856544.463,5.471
669699.754,5856543.941,5.12
669699.307,5856543.286,4.729
669698.861,5856542.651,5.315
669698.535,5856542.186,5.12
669698.096,5856541.561,5.315
669697.684,5856540.975,5.315
669697.293,5856540.419,5.276
669696.848,5856539.79,5.12
669696.519,5856539.324,5.198
669696.188,5856538.856,5.237
669695.793,5856538.297,5.159
669695.447,5856537.805,4.924
669695.029,5856537.181,5.12
669694.626,5856536.58,4.924
669694.337,5856536.148,4.573
669693.925,5856535.532,4.377
669693.524,5856534.926,4.495
669693.254,5856534.513,5.081
669692.903,5856533.974,4.69
669692.583,5856533.483,4.924
669692.228,5856532.939,4.846
669691.927,5856532.476,4.846
669691.574,5856531.937,4.377
669691.256,5856531.452,4.065
669690.859,5856530.846,4.104
669690.471,5856530.254,3.987
669690.162,5856529.783,4.104
669689.747,5856529.187,4.417
669689.418,5856528.723,3.948
669689.037,5856528.186,4.299
669688.541,5856527.486,4.065
669688.237,5856527.056,4.495
669687.841,5856526.495,4.846
669687.494,5856525.999,4.456
669687.08,5856525.408,4.573
669686.604,5856524.728,4.104
669686.268,5856524.247,4.612
669685.853,5856523.655,4.456
669685.527,5856523.191,4.221
669685.082,5856522.558,4.417
669684.606,5856521.88,4.338
669684.318,5856521.469,4.456
669683.907,5856520.885,4.299
669683.471,5856520.278,4.495
669683.036,5856519.679,4.69
669682.698,5856519.214,4.846
669682.368,5856518.761,5.042
669682.005,5856518.261,5.471
669681.546,5856517.629,5.276
669681.237,5856517.203,5.002
669680.808,5856516.612,4.495
669680.388,5856516.032,5.549
669680.023,5856515.529,5.51
669679.604,5856514.944,6.174
669679.218,5856514.33,6.37
669678.818,5856513.693,6.604
669678.362,5856512.969,5.081
669678.054,5856512.479,4.768
669677.597,5856511.765,5.159
669677.179,5856511.141,5.432
669676.896,5856510.719,4.729
669676.528,5856510.17,5.393
669676.216,5856509.704,6.096
669675.848,5856509.155,5.315
669675.407,5856508.512,5.588
669675.106,5856508.076,5.94
669674.693,5856507.475,5.901
669674.319,5856506.933,5.823
669673.981,5856506.441,5.784
669673.591,5856505.905,5.784
669673.171,5856505.348,5.667
669672.831,5856504.896,6.252
669672.394,5856504.317,5.94
669671.957,5856503.738,6.018
669671.618,5856503.283,5.94
669671.245,5856502.769,6.135
669670.895,5856502.284,6.487
669670.511,5856501.753,6.487
669670.181,5856501.297,6.057
669669.784,5856500.748,5.745
669669.323,5856500.167,5.94
669668.996,5856499.757,5.706
669668.688,5856499.372,6.331
669668.246,5856498.819,6.76
669667.923,5856498.414,6.799
669667.488,5856497.811,6.799
669667.114,5856497.247,6.76
669666.672,5856496.58,6.448
669666.347,5856496.091,6.252
669665.902,5856495.418,5.667
669665.565,5856494.858,6.018
669665.288,5856494.387,5.94
669664.972,5856493.852,6.135
669664.563,5856493.156,6.018
669664.362,5856492.814,6.018
669663.972,5856492.168,5.784
669663.577,5856491.532,5.823
669663.33,5856491.134,5.198
669662.972,5856490.56,5.432
669662.653,5856490.046,5.745
669662.277,5856489.448,5.393
669661.826,5856488.798,5.784
669661.592,5856488.462,6.057
669661.171,5856487.856,6.292
669660.834,5856487.371,5.94
669660.511,5856486.905,6.135
669660.098,5856486.278,5.94
669659.703,5856485.666,5.979
669659.297,5856485.036,6.448
669659.02,5856484.606,6.604
669658.667,5856484.058,5.901
669658.346,5856483.57,6.135
669657.897,5856482.904,6.057
669657.489,5856482.3,6.096
669657.162,5856481.814,5.745
669656.75,5856481.205,6.37
669656.423,5856480.717,6.135
669656.037,5856480.116,7.073
669655.678,5856479.559,7.034
669655.296,5856478.964,6.995
669655.006,5856478.514,7.346
669654.642,5856477.948,6.956
669654.366,5856477.472,7.268
669653.992,5856476.805,6.956
669653.711,5856476.303,6.917
669653.431,5856475.804,6.448
669653.107,5856475.226,6.526
669652.832,5856474.754,6.448
669652.49,5856474.195,6.643
669652.148,5856473.635,6.76
669651.867,5856473.177,6.995
669651.512,5856472.596,6.487
669651.251,5856472.161,6.682
669650.904,5856471.485,6.838
669650.584,5856470.86,6.565
669650.303,5856470.313,6.252
669649.955,5856469.634,6.252
669649.718,5856469.174,6.057
669649.447,5856468.649,6.018
669649.121,5856468.018,5.979
669648.872,5856467.536,5.784
669648.577,5856466.966,5.94
669648.311,5856466.455,6.135
669647.976,5856465.86,6.213
669647.742,5856465.446,6.526
669647.464,5856464.951,6.292
669647.183,5856464.452,5.901
669646.905,5856463.958,6.174
669646.659,5856463.486,5.94
669646.378,5856462.926,6.096
669646.119,5856462.409,6.135
669645.797,5856461.765,6.018
669645.64,5856461.452,6.487
669645.346,5856460.88,6.682
669645.157,5856460.527,6.838
669644.932,5856460.106,6.838
669644.726,5856459.721,6.721
669644.503,5856459.304,6.526
669644.308,5856458.938,6.331
669644.134,5856458.635,6.682
669643.944,5856458.308,5.901
669643.79,5856458.041,6.526
669643.599,5856457.713,6.057
669643.409,5856457.385,6.096
669643.25,5856457.093,5.784
669643.026,5856456.676,6.838
669642.845,5856456.338,6.721
669642.634,5856455.946,7.073
669642.489,5856455.676,7.424
669642.285,5856455.316,6.526
669642.035,5856454.916,7.268
669641.789,5856454.522,6.721
669641.582,5856454.192,6.409
669641.343,5856453.81,5.979
669641.082,5856453.39,6.252
669640.882,5856453.063,6.174
669640.628,5856452.648,5.745
669640.447,5856452.351,5.979
669640.199,5856451.945,5.979
669639.73,5856451.213,5.784
669639.478,5856450.841,5.627
669639.166,5856450.381,5.081
669638.938,5856450.045,4.924
669638.626,5856449.584,5.51
669638.429,5856449.299,5.588
669638.24,5856449.027,5.276
669638.034,5856448.728,5.237
669637.804,5856448.397,5.471
