Longitude,Latitude,DeepEca
-84.8989884,31.0384383,8.3
-84.8989884,31.0384016,8.9
-84.8989884,31.038365,9
-84.8989884,31.0383283,7.2
-84.8989884,31.03829,6.4
-84.8989899,31.0382533,6.8
-84.8989933,31.0382166,6.1
-84.8989968,31.03818,8.3
-84.8989984,31.0381433,9.2
-84.8989984,31.0381066,7.5
-84.899,31.03807,8.2
-84.8990018,31.0380333,9.9
-84.8990034,31.0379983,8.4
-84.8990018,31.03796,7.6
-84.8990018,31.0379233,6.8
-84.8990018,31.0378866,6
-84.8990018,31.0378483,6.7
-84.8990018,31.0378116,6.8
-84.8990034,31.0377749,5.8
-84.8990034,31.0377366,5.3
-84.8990051,31.0377,4.3
-84.8990051,31.0376633,5
-84.8990066,31.0376283,4.9
-84.8990066,31.03759,5.7
-84.8990066,31.0375533,6.2
-84.8990101,31.0375166,7
-84.8990118,31.0374783,7.3
-84.8990151,31.0374416,7.9
-84.8990168,31.037405,6.6
-84.8990184,31.0373683,6.4
-84.89902,31.0373316,5.8
-84.8990218,31.0372933,5.8
-84.8990218,31.0372566,5.6
-84.8990218,31.0372216,6.4
-84.89902,31.037185,6.5
-84.89902,31.0371466,6.9
-84.89902,31.0371099,5.9
-84.8990218,31.0370733,6.5
-84.899025,31.0370366,6.5
-84.8990284,31.037,7.1
-84.8990301,31.036965,6.9
-84.8990334,31.0369283,7.6
-84.8990368,31.0368916,8.1
-84.8990402,31.0368533,8.7
-84.8990418,31.0368166,8.1
-84.8990402,31.03678,7.9
-84.8990384,31.0367433,8.3
-84.8990368,31.036705,8
-84.8990368,31.0366683,7.4
-84.8990368,31.0366316,7.9
-84.8990384,31.0365949,8.1
-84.8990418,31.0365583,8.3
-84.899045,31.0365216,8.9
-84.8990484,31.0364866,9.6
-84.8990484,31.0364599,8.6
-84.8990484,31.03644,9.2
-84.8990516,31.0364249,8.5
-84.8988516,31.0362866,7.9
-84.8988651,31.0363516,10.6
-84.8988651,31.036365,9.9
-84.8988666,31.0363833,8.7
-84.8988684,31.0364016,8.2
-84.8988684,31.0364216,7.3
-84.8988684,31.0364466,7
-84.8988718,31.03648,5.8
-84.8988734,31.036515,6.6
-84.8988734,31.0365483,5.8
-84.8988718,31.0365816,6.7
-84.8988702,31.036615,7.7
-84.8988666,31.0366483,6.9
-84.8988651,31.0366833,6.3
-84.8988618,31.0367166,7
-84.8988601,31.03675,7.9
-84.8988583,31.0367833,7.2
-84.8988568,31.0368166,6.8
-84.8988568,31.0368483,6.6
-84.8988568,31.0368816,6.3
-84.8988568,31.036915,5.7
-84.8988568,31.0369483,5.5
-84.8988568,31.0369816,5.6
-84.8988551,31.0370133,6.3
-84.8988551,31.0370466,5.6
-84.8988516,31.0370783,6.4
-84.8988516,31.0371116,6.9
-84.8988501,31.037145,7
-84.8988501,31.0371783,6.4
-84.8988484,31.0372116,7
-84.8988468,31.0372449,6.6
-84.8988468,31.0372783,6.4
-84.898845,31.0373116,5.9
-84.8988434,31.0373433,5.8
-84.8988434,31.0373766,5.3
-84.8988418,31.03741,4.7
-84.8988401,31.0374416,5.2
-84.8988384,31.037475,5.7
-84.8988368,31.0375083,4.3
-84.8988368,31.0375416,2.5
-84.8988368,31.037575,2.1
-84.8988368,31.0376083,3.8
-84.8988351,31.0376416,4.2
-84.8988351,31.0376733,4.9
-84.8988351,31.0377066,5.4
-84.8988334,31.03774,5.7
-84.8988316,31.0377733,6.5
-84.8988316,31.037805,7.4
-84.89883,31.0378383,8.1
-84.8988284,31.0378716,7.3
-84.8988266,31.037905,6.9
-84.898825,31.0379383,6.3
-84.898825,31.0379716,6.2
-84.8988234,31.038005,7.5
-84.8988202,31.0380366,6.2
-84.8988183,31.03807,6.1
-84.8988168,31.038105,5.6
-84.8988151,31.0381383,4.8
-84.8988151,31.0381716,4.7
-84.8988151,31.038205,4.1
-84.8988134,31.0382383,3.9
-84.8988151,31.0382716,4.2
-84.8988151,31.038305,4.2
-84.8988134,31.0383383,4.8
-84.8988134,31.0383716,6.3
-84.8988116,31.0384033,7.9
-84.8988101,31.0384366,8.1
-84.8988101,31.03847,8.5
-84.8988084,31.0385033,8.6
-84.8988068,31.038535,7.4
-84.898805,31.0385683,7.1
-84.898805,31.0386016,6
-84.8988034,31.038635,4.9
-84.898805,31.03867,4
-84.8988034,31.0387016,3.9
-84.8988018,31.0387333,2.4
-84.8988,31.0387666,1.8
-84.8988,31.0388,2
-84.8988018,31.0388333,1.9
-84.8988018,31.038865,2
-84.8988018,31.0389,2.4
-84.8988018,31.0389316,2.6
-84.8988018,31.038965,3.1
-84.8988,31.0389983,3.2
-84.8988,31.0390316,3.1
-84.8987983,31.039065,3
-84.8987968,31.0390966,2.8
-84.8987968,31.03913,3.2
-84.898795,31.0391633,2.9
-84.8987934,31.039195,3.4
-84.8987918,31.0392283,3.6
-84.8987899,31.0392616,3.8
-84.8987899,31.0392933,3.7
-84.8987899,31.0393266,4
-84.8987884,31.03936,3.7
-84.8987866,31.0393933,3.8
-84.8987851,31.039425,4.4
-84.8987833,31.0394583,5.1
-84.8987816,31.0394916,5.8
-84.8987784,31.0395249,8
-84.8987768,31.0395566,8.7
-84.8987768,31.03959,9
-84.8987768,31.0396216,9.1
-84.8987768,31.039655,7.7
-84.898775,31.0396883,7.9
-84.8987733,31.0397199,8.6
-84.8987733,31.0397533,9.1
-84.8987702,31.0397866,8.9
-84.8987702,31.03982,7.7
-84.8987684,31.0398533,7.9
-84.8987668,31.0398866,8
-84.8987651,31.0399183,7.7
-84.8987634,31.0399516,8.5
-84.8987634,31.0399833,8.9
-84.8987651,31.0400166,9.4
-84.8987651,31.04005,9.1
-84.8987651,31.0400816,7.4
-84.8987651,31.040115,7
-84.8987634,31.0401483,7.4
-84.8987616,31.0401816,8.2
-84.89876,31.0402133,8.9
-84.89876,31.0402449,6.4
-84.8987583,31.0402783,6
-84.8987568,31.0403116,6
-84.8987534,31.040345,5.2
-84.8987518,31.0403783,5.6
-84.89875,31.0404116,5.8
-84.89875,31.0404466,5.2
-84.89875,31.04048,5.4
-84.89875,31.0405133,5.5
-84.89875,31.0405466,5.9
-84.89875,31.04058,6.1
-84.8987484,31.0406133,5.8
-84.8987484,31.0406466,5.4
-84.8987468,31.04068,4
-84.8987468,31.0407133,2.1
-84.898745,31.040745,2.5
-84.8987434,31.0407783,3.1
-84.8987416,31.0408116,4.4
-84.8987416,31.0408433,5
-84.8987401,31.0408666,5.5
-84.8987384,31.0408866,6.8
-84.8987384,31.0409,7
-84.8987384,31.0409116,7.4
-84.8985851,31.04079,5.1
-84.8985851,31.04079,5.3
-84.8985868,31.040775,5.8
-84.8985901,31.04075,5.7
-84.8985934,31.0407166,6.4
-84.8985968,31.04068,6.8
-84.8986,31.040645,7.4
-84.8986051,31.0406116,6.8
-84.8986068,31.0405766,6.6
-84.8986068,31.0405433,5.7
-84.8986068,31.0405083,6
-84.8986068,31.040475,5.8
-84.8986068,31.04044,5.8
-84.8986068,31.0404066,6.2
-84.8986083,31.0403733,6.3
-84.8986118,31.04034,6.9
-84.8986118,31.0403066,6
-84.8986134,31.0402733,6.8
-84.8986151,31.04024,6.8
-84.8986151,31.0402066,6.5
-84.8986168,31.0401733,6.8
-84.8986184,31.04014,7.7
-84.8986184,31.0401066,9.1
-84.8986184,31.0400733,8.9
-84.8986184,31.0400383,9.3
-84.8986184,31.0400066,9.8
-84.8986218,31.0399733,8.9
-84.8986251,31.0399416,8.1
-84.8986266,31.0399083,8.4
-84.8986284,31.0398749,8.1
-84.8986301,31.0398416,7.9
-84.8986301,31.0398083,8
-84.8986316,31.039775,7.8
-84.8986316,31.0397416,8.8
-84.8986316,31.0397083,8.7
-84.8986316,31.039675,10.2
-84.8986333,31.0396416,10
-84.8986351,31.0396083,10.3
-84.8986351,31.039575,10.2
-84.8986351,31.0395416,8.5
-84.8986351,31.0395083,8
-84.8986368,31.039475,7.6
-84.8986351,31.0394416,7.8
-84.8986368,31.0394083,7.2
-84.8986384,31.0393766,7
-84.8986384,31.0393433,6.9
-84.8986384,31.03931,6.5
-84.8986401,31.0392783,6
-84.8986418,31.039245,6.8
-84.8986434,31.0392133,5.7
-84.8986434,31.0391816,5.2
-84.8986434,31.0391483,4.7
-84.898645,31.039115,4
-84.8986466,31.0390833,3.9
-84.8986484,31.0390516,3.6
-84.8986484,31.03902,3.3
-84.89865,31.0389883,3.8
-84.8986518,31.0389566,3.9
-84.8986534,31.038925,5.1
-84.8986551,31.0388933,4.3
-84.8986566,31.03886,4.3
-84.8986566,31.0388283,4
-84.8986584,31.038795,3
-84.89866,31.0387616,2.2
-84.89866,31.03873,2.1
-84.89866,31.0386966,2.5
-84.8986634,31.0386633,3.2
-84.8986668,31.0386316,3.3
-84.8986684,31.0385983,4
-84.89867,31.038565,4.4
-84.8986718,31.0385333,4.3
-84.8986718,31.0385,4.1
-84.89867,31.0384666,4.3
-84.89867,31.0384333,4.9
-84.8986718,31.0384,5.7
-84.8986734,31.0383683,6.3
-84.8986734,31.038335,5.4
-84.8986751,31.0383033,4.4
-84.8986751,31.03827,3.5
-84.8986766,31.0382383,3.4
-84.8986766,31.038205,3.1
-84.8986766,31.0381733,3.4
-84.8986766,31.03814,3.9
-84.8986785,31.0381083,3.7
-84.8986785,31.038075,4.4
-84.8986801,31.0380433,4.7
-84.8986801,31.03801,5.1
-84.8986801,31.0379766,6.5
-84.8986816,31.0379433,6.4
-84.8986816,31.0379116,6.2
-84.8986851,31.0378783,5.6
-84.8986868,31.0378466,4.9
-84.8986884,31.0378133,5
-84.8986901,31.03778,4.9
-84.8986901,31.0377466,4.5
-84.8986901,31.0377133,5.1
-84.8986901,31.03768,4.8
-84.8986918,31.0376483,4.9
-84.8986918,31.037615,5
-84.8986934,31.0375816,4.2
-84.8986934,31.0375483,3.9
-84.898695,31.037515,3.2
-84.8986968,31.0374816,3.8
-84.8986968,31.0374483,4.9
-84.8986968,31.0374166,4.9
-84.8986968,31.0373833,4.7
-84.8986968,31.03735,5.6
-84.8986984,31.0373166,7
-84.8987,31.0372833,7.8
-84.8987018,31.0372499,7.6
-84.8987034,31.0372166,6.6
-84.8987049,31.037185,7.5
-84.8987049,31.0371516,6.9
-84.8987068,31.0371166,6.4
-84.8987084,31.0370833,6.5
-84.8987084,31.03705,6.8
-84.8987084,31.0370166,5.5
-84.8987084,31.036985,5
-84.8987084,31.0369516,5.3
-84.8987084,31.0369199,5.2
-84.8987084,31.036885,5.4
-84.8987084,31.0368516,5.6
-84.8987068,31.0368199,5.7
-84.8987068,31.0367866,5.2
-84.8987068,31.0367533,5.2
-84.8987084,31.0367216,5.1
-84.8987116,31.0366883,5
-84.8987168,31.036655,5
-84.89872,31.0366216,5.3
-84.8987218,31.0365883,5.3
-84.8987234,31.0365566,5.7
-84.898725,31.0365216,6.6
-84.898725,31.0364883,7.9
-84.898725,31.0364566,8.7
-84.898725,31.0364233,7.6
-84.898725,31.0363883,6.9
-84.8987234,31.0363566,7.2
-84.8987234,31.0363233,7
-84.8987218,31.03629,6.7
-84.8987234,31.0362583,7.8
-84.8987234,31.036225,7.1
-84.8987234,31.0361916,8.5
-84.8987218,31.0361633,7.7
-84.8987218,31.0361416,8.1
-84.8987218,31.0361266,8.6
-84.8985452,31.0360783,8.5
-84.8985452,31.0360933,6.8
-84.8985468,31.0361116,6.8
-84.8985468,31.0361316,5.8
-84.8985484,31.0361483,5.5
-84.89855,31.0361683,5.6
-84.8985519,31.0361933,6.4
-84.8985534,31.0362216,4.9
-84.898555,31.0362483,5.5
-84.898555,31.0362766,5.5
-84.898555,31.0363033,5.6
-84.8985566,31.03633,5.6
-84.8985566,31.0363566,7
-84.8985566,31.0363849,5.7
-84.8985566,31.0364116,6.9
-84.898555,31.0364383,7.6
-84.8985534,31.036465,6.8
-84.8985519,31.0364916,6.1
-84.89855,31.03652,5.6
-84.8985468,31.0365466,5.3
-84.8985468,31.0365733,5.4
-84.8985452,31.0366,4.8
-84.8985434,31.0366283,4.2
-84.8985434,31.036655,4.3
-84.8985416,31.0366816,4.7
-84.8985416,31.03671,5.3
-84.8985416,31.0367366,6
-84.8985416,31.036765,6.4
-84.8985416,31.0367916,6.3
-84.8985434,31.0368183,6.7
-84.8985416,31.0368516,6
-84.8985434,31.0368866,5.8
-84.8985416,31.0369233,7.1
-84.8985385,31.0369583,7.1
-84.8985385,31.036995,7.2
-84.8985385,31.03703,6.5
-84.8985368,31.0370666,6
-84.8985351,31.0371016,5.8
-84.8985333,31.0371366,6.4
-84.8985351,31.0371716,5.8
-84.8985333,31.0372066,6
-84.8985333,31.0372416,6.3
-84.8985333,31.0372766,6.4
-84.8985318,31.0373116,6.3
-84.8985318,31.0373483,5.8
-84.8985301,31.0373833,6
-84.8985284,31.0374199,6.4
-84.8985251,31.037455,6.1
-84.8985234,31.03749,6.8
-84.8985218,31.0375266,6.5
-84.8985218,31.0375616,6.4
-84.8985218,31.0375966,6.5
-84.8985184,31.0376333,6.2
-84.8985184,31.0376683,6
-84.8985184,31.0377033,5.8
-84.8985168,31.0377383,5.4
-84.8985168,31.0377733,5.1
-84.8985168,31.03781,4.8
-84.8985151,31.037845,4.5
-84.8985135,31.0378816,5.9
-84.8985118,31.0379166,6.1
-84.8985101,31.0379516,5.9
-84.8985101,31.0379883,5.9
-84.8985084,31.0380233,5.6
-84.8985101,31.03806,4.9
-84.8985101,31.0380966,4.7
-84.8985084,31.0381316,5.3
-84.898505,31.0381683,4.9
-84.8985034,31.0382033,4.6
-84.8985001,31.0382383,4.9
-84.8985001,31.038275,5.6
-84.8985001,31.03831,5
-84.8984984,31.0383466,5.4
-84.8984968,31.0383816,5.7
-84.8984968,31.0384166,6.3
-84.898495,31.0384533,6.5
-84.8984934,31.0384883,6.7
-84.8984934,31.0385233,6.6
-84.8984918,31.03856,6.4
-84.8984901,31.038595,5.6
-84.8984901,31.0386316,4.6
-84.8984884,31.0386666,4.4
-84.8984884,31.0387033,4.4
-84.8984884,31.0387383,4.2
-84.8984884,31.038775,4.3
-84.8984868,31.03881,3.5
-84.8984851,31.038845,4.3
-84.8984833,31.03888,5
-84.8984818,31.0389166,5.9
-84.8984801,31.0389516,5.9
-84.8984784,31.0389866,7
-84.8984784,31.0390233,8.1
-84.8984768,31.0390566,8.3
-84.8984734,31.0390916,8.2
-84.8984718,31.0391283,7.1
-84.8984684,31.0391633,6.7
-84.8984651,31.0392,6.9
-84.8984634,31.0392349,6.5
-84.8984616,31.0392699,6.9
-84.8984584,31.0393049,7.7
-84.8984566,31.03934,8
-84.8984566,31.039375,8.6
-84.8984601,31.0394083,9.9
-84.8984616,31.0394366,8.4
-84.8984634,31.039455,6.9
-84.8984634,31.03947,7.3
-84.8984634,31.039485,7.1
-84.8984634,31.0395016,8.1
-84.8984651,31.0395183,8.4
-84.8984668,31.039535,8.2
-84.8984668,31.0395566,7.4
-84.8984651,31.0395833,7
-84.8984651,31.0396183,8.1
-84.8984634,31.039655,9.7
-84.8984601,31.03969,10
-84.8984566,31.039725,9.7
-84.8984518,31.03976,9.1
-84.89845,31.039795,8.5
-84.89845,31.03983,9.3
-84.89845,31.039865,8.7
-84.89845,31.0398983,8.4
-84.89845,31.039935,8.6
-84.8984483,31.03997,8.4
-84.8984468,31.0400066,8.1
-84.8984468,31.0400416,7.3
-84.8984468,31.0400766,8
-84.8984452,31.0401116,7.5
-84.8984433,31.0401483,7.8
-84.8984418,31.0401833,8.8
-84.8984401,31.0402183,8
-84.8984384,31.0402533,7.1
-84.8984351,31.0402883,6.6
-84.8984318,31.0403233,6.9
-84.8984318,31.0403583,6.5
-84.8984318,31.0403933,5.8
-84.8984318,31.0404283,5.3
-84.89843,31.0404633,6
-84.8984284,31.0404983,7.7
-84.898425,31.0405233,7.3
-84.8984234,31.0405433,7.7
-84.89842,31.0405583,7.6
-84.8984166,31.040575,7.5
-84.8984134,31.0405916,8.2
-84.8982918,31.0404766,11.5
-84.8982899,31.0404633,11.2
-84.8982899,31.0404433,10.6
-84.8982918,31.0404233,9.7
-84.8982918,31.040405,10
-84.8982918,31.0403866,11
-84.8982934,31.0403633,9.2
-84.8982918,31.0403383,9.1
-84.8982918,31.040315,8.6
-84.8982934,31.0402833,9.5
-84.898295,31.0402449,7.5
-84.8982968,31.040205,8.2
-84.8982968,31.0401666,8.1
-84.8982984,31.04013,8.8
-84.8983001,31.0400916,7.8
-84.8983034,31.0400533,8.1
-84.8983051,31.040015,8.3
-84.8983066,31.0399783,8.5
-84.8983066,31.03994,8.2
-84.8983084,31.0399033,8.2
-84.89831,31.039865,8.2
-84.8983118,31.0398283,8.2
-84.8983134,31.03979,9
-84.8983151,31.0397533,8.6
-84.8983151,31.039715,8.2
-84.8983168,31.0396766,7.7
-84.8983184,31.03964,7.4
-84.89832,31.0396016,7.6
-84.89832,31.039565,7.4
-84.89832,31.0395266,7.4
-84.89832,31.0394883,8.7
-84.89832,31.0394516,8.7
-84.89832,31.039415,8.5
-84.89832,31.0393783,8.5
-84.89832,31.0393416,7.4
-84.8983218,31.0393033,7.1
-84.8983218,31.0392666,6.7
-84.8983251,31.0392316,6.3
-84.8983268,31.039195,5.7
-84.89833,31.0391583,7.4
-84.89833,31.0391216,9.3
-84.8983316,31.039085,9.1
-84.8983316,31.0390483,8.7
-84.8983352,31.03901,8.5
-84.8983368,31.0389716,8.8
-84.8983368,31.0389366,8
-84.8983383,31.0388983,7.1
-84.8983368,31.0388616,6.3
-84.8983383,31.038825,4.8
-84.8983383,31.0387866,4.1
-84.8983402,31.03875,5.3
-84.8983418,31.0387116,5.6
-84.8983418,31.038675,4.8
-84.8983434,31.0386383,5.2
-84.898345,31.0386,5.6
-84.8983468,31.0385616,6.8
-84.8983484,31.038525,7.3
-84.8983484,31.0384866,6.8
-84.8983501,31.03845,6.8
-84.8983534,31.0384133,6.1
-84.8983568,31.0383766,5.2
-84.8983568,31.0383383,4.7
-84.898355,31.0383,4.1
-84.8983568,31.0382633,3.4
-84.8983584,31.038225,3.1
-84.8983584,31.03819,3.3
-84.8983584,31.03815,3.5
-84.8983601,31.0381133,4.7
-84.8983601,31.038075,3.7
-84.8983616,31.0380383,4.5
-84.8983634,31.0380016,4.9
-84.8983634,31.037965,5
-84.8983634,31.0379283,5
-84.8983634,31.0378916,5.1
-84.8983651,31.037855,4.9
-84.8983668,31.0378166,4.9
-84.8983683,31.03778,4.3
-84.8983718,31.0377433,4.1
-84.8983718,31.0377066,4.2
-84.8983718,31.0376683,4.4
-84.8983718,31.0376316,5
-84.8983734,31.0375933,5.5
-84.8983734,31.037555,5.5
-84.8983734,31.0375166,6.2
-84.8983749,31.03748,5.5
-84.8983749,31.0374433,5.9
-84.8983768,31.037405,6.8
-84.8983768,31.0373683,7
-84.8983784,31.03733,6.1
-84.8983802,31.0372933,5.7
-84.8983816,31.0372566,5.9
-84.8983834,31.0372183,5.7
-84.8983834,31.03718,5.6
-84.898385,31.0371433,5.1
-84.898385,31.0371066,5.4
-84.8983868,31.03707,5.1
-84.8983883,31.0370333,4.9
-84.8983901,31.0369983,5.2
-84.8983901,31.03696,5.2
-84.8983918,31.0369233,5.2
-84.8983934,31.0368866,5.2
-84.8983934,31.0368483,6.1
-84.8983934,31.03681,5.5
-84.898395,31.0367733,5.7
-84.8983968,31.0367349,6.2
-84.8983984,31.0366983,6.2
-84.8983984,31.03666,5.6
-84.8984,31.0366216,5.9
-84.8984016,31.0365833,5.9
-84.8984016,31.0365466,4.5
-84.8984034,31.03651,4.2
-84.8984034,31.0364733,4.5
-84.8984051,31.036435,3.7
-84.8984066,31.0363983,3.9
-84.8984084,31.03636,4.2
-84.89841,31.0363233,4.2
-84.89841,31.0362849,5.1
-84.89841,31.0362483,4.8
-84.89841,31.03621,4.6
-84.89841,31.0361733,4.2
-84.89841,31.03614,4.2
-84.89841,31.0361133,4
-84.89841,31.0360966,4
-84.8984116,31.0360816,4
-84.8984116,31.036065,4.2
-84.8984134,31.0360483,3.8
-84.8984149,31.03603,4.3
-84.8984149,31.0360133,4.2
-84.8984166,31.0359966,4.9
-84.8984166,31.03598,5.3
-84.8984166,31.0359633,5.2
-84.8984149,31.0359466,4.8
-84.8984149,31.0359283,5
-84.8982218,31.0358583,8.1
-84.8982218,31.0358666,8.4
-84.8982218,31.03588,7.4
-84.898225,31.0358999,6.6
-84.898225,31.0359183,6.1
-84.8982266,31.0359366,5.8
-84.8982284,31.035955,4.9
-84.89823,31.0359699,4.3
-84.8982318,31.0359883,4.2
-84.8982333,31.0360083,3.8
-84.8982333,31.0360266,3.6
-84.8982351,31.036045,3.8
-84.8982351,31.0360616,3.6
-84.8982351,31.0360783,3.1
-84.8982333,31.036095,3.2
-84.8982333,31.0361116,2.9
-84.8982351,31.0361283,2.7
-84.8982368,31.0361449,3.3
-84.8982383,31.0361633,3.2
-84.8982368,31.0361783,3.4
-84.8982351,31.036195,3.8
-84.8982351,31.0362116,3.8
-84.8982351,31.0362266,3.9
-84.8982368,31.0362466,4
-84.8982368,31.036265,3.9
-84.8982351,31.03628,4.7
-84.8982351,31.0362966,5.3
-84.8982368,31.036315,5
-84.8982368,31.0363333,5.1
-84.8982383,31.03635,5.4
-84.8982368,31.036365,5.9
-84.8982368,31.0363816,5.6
-84.8982351,31.0363983,4.9
-84.8982351,31.0364166,5
-84.8982351,31.0364333,5.4
-84.8982333,31.03645,5.3
-84.8982318,31.0364683,5.3
-84.8982318,31.036485,5
-84.89823,31.0365,4.8
-84.89823,31.0365183,4.8
-84.89823,31.036535,4.5
-84.8982284,31.0365516,4.1
-84.8982284,31.03657,4.2
-84.8982284,31.0365866,5.1
-84.8982284,31.036605,4.9
-84.8982266,31.0366216,4.8
-84.8982266,31.0366383,4.3
-84.8982284,31.036655,4.5
-84.8982266,31.0366716,4.3
-84.8982266,31.03669,4.9
-84.8982266,31.0367066,5
-84.8982266,31.0367233,6.5
-84.8982266,31.0367416,7.3
-84.898225,31.0367583,7.7
-84.898225,31.036775,6.8
-84.898225,31.0367916,6.7
-84.8982234,31.0368083,7
-84.8982234,31.0368266,6.6
-84.8982234,31.0368433,6.5
-84.8982234,31.03686,6.2
-84.8982234,31.0368766,6.5
-84.8982234,31.036895,5.3
-84.8982234,31.0369116,5.7
-84.8982218,31.0369283,5.6
-84.89822,31.0369433,5.6
-84.89822,31.0369616,5.1
-84.8982184,31.03698,5.2
-84.8982166,31.036995,5.1
-84.8982166,31.0370116,5.3
-84.8982151,31.03703,5.1
-84.8982133,31.0370466,5.4
-84.8982118,31.0370633,5.3
-84.8982133,31.0370816,5.6
-84.8982133,31.0371,5.6
-84.8982133,31.0371166,6
-84.8982133,31.037135,5.8
-84.8982133,31.0371533,6.1
-84.8982133,31.03717,5.9
-84.8982118,31.037185,6.1
-84.8982118,31.0372033,5.6
-84.8982101,31.0372183,5
-84.8982085,31.037235,5.2
-84.8982085,31.0372533,5.1
-84.8982101,31.03727,5.5
-84.8982085,31.0372883,6
-84.8982101,31.037305,6.4
-84.8982101,31.0373233,5.9
-84.8982085,31.03734,5.9
-84.8982085,31.0373566,6.7
-84.8982066,31.0373733,6.6
-84.8982066,31.03739,6.3
-84.8982066,31.0374066,6.1
-84.898205,31.0374233,5.7
-84.898205,31.0374416,6.1
-84.898205,31.0374566,6.1
-84.8982034,31.0374733,5.9
-84.8982018,31.0374883,6
-84.8982018,31.0375066,6.1
-84.8982,31.0375233,6.5
-84.8981984,31.03754,6.4
-84.8982,31.0375583,6.8
-84.8981984,31.037575,6.6
-84.8981984,31.0375916,5.9
-84.8981968,31.03761,6.1
-84.8981968,31.037625,5.8
-84.8981952,31.0376416,6.3
-84.8981952,31.0376583,5.4
-84.8981952,31.0376766,5.1
-84.8981934,31.037695,4.6
-84.8981934,31.0377133,4.2
-84.8981934,31.03773,3.8
-84.8981934,31.0377483,4.1
-84.8981934,31.037765,3.6
-84.8981899,31.0377833,3.9
-84.8981918,31.0378,3.7
-84.8981899,31.0378183,3.9
-84.8981918,31.037835,3.9
-84.8981918,31.0378533,4
-84.8981918,31.03787,3.9
-84.8981918,31.0378866,4.3
-84.8981899,31.0379033,4.2
-84.8981899,31.03792,4.4
-84.8981899,31.0379383,4.2
-84.8981899,31.0379566,3.9
-84.8981884,31.0379733,3.7
-84.8981868,31.0379883,3.7
-84.8981868,31.0380066,3.7
-84.8981851,31.0380216,3.5
-84.8981851,31.03804,3.7
-84.8981833,31.0380566,3.4
-84.8981833,31.0380733,3.5
-84.8981833,31.03809,3.2
-84.8981833,31.0381083,3.1
-84.8981833,31.0381249,3
-84.8981833,31.0381416,3
-84.8981833,31.03816,2.7
-84.8981833,31.0381766,2.9
-84.8981818,31.038195,3.1
-84.89818,31.0382116,2.9
-84.8981818,31.03823,2.7
-84.8981818,31.0382483,3
-84.8981818,31.038265,3.4
-84.8981818,31.0382816,3.3
-84.8981818,31.0382983,3.3
-84.8981818,31.038315,3.4
-84.89818,31.0383316,3.2
-84.89818,31.0383483,3.2
-84.89818,31.0383666,3.5
-84.8981784,31.0383833,4.2
-84.8981766,31.0384,3.8
-84.8981766,31.0384166,3.5
-84.8981766,31.0384366,4.1
-84.8981766,31.0384533,3.9
-84.8981766,31.03847,4.8
-84.8981766,31.0384866,4.7
-84.8981751,31.0385033,4.6
-84.8981751,31.0385199,4.5
-84.8981734,31.038535,4.6
-84.8981734,31.0385533,4.5
-84.8981734,31.03857,4.7
-84.8981734,31.0385883,5.1
-84.8981734,31.038605,5.6
-84.8981734,31.0386216,5.1
-84.8981718,31.0386383,5
-84.8981702,31.038655,5.3
-84.8981702,31.0386716,5.3
-84.8981668,31.0386883,4.9
-84.8981651,31.038705,4.8
-84.8981651,31.0387233,4.7
-84.8981651,31.03874,5
-84.8981651,31.0387583,5
-84.8981651,31.038775,5.6
-84.8981651,31.0387933,5.3
-84.8981635,31.03881,5.6
-84.8981635,31.0388283,5.3
-84.8981618,31.0388433,5.2
-84.8981618,31.0388616,5.6
-84.8981618,31.03888,5.2
-84.8981601,31.0388966,5
-84.8981601,31.038915,5.4
-84.8981601,31.0389316,5.6
-84.8981583,31.0389483,5.8
-84.8981583,31.0389633,6
-84.8981583,31.0389833,6.2
-84.8981568,31.039,6.3
-84.8981551,31.0390183,7.3
-84.8981534,31.039035,7.4
-84.8981534,31.0390516,7.2
-84.8981518,31.0390683,7
-84.8981484,31.039085,6.5
-84.8981468,31.0391016,6.9
-84.898145,31.0391166,7.8
-84.898145,31.0391349,8.3
-84.898145,31.0391516,8.3
-84.898145,31.03917,7.8
-84.8981434,31.039185,8.1
-84.898145,31.0392033,7.9
-84.898145,31.03922,8.1
-84.898145,31.0392366,7.9
-84.898145,31.0392533,7.5
-84.898145,31.0392716,7
-84.898145,31.03929,7.6
-84.898145,31.0393066,8.4
-84.8981468,31.0393233,9.5
-84.8981468,31.0393416,9.3
-84.898145,31.0393566,9.9
-84.898145,31.039375,9.8
-84.8981468,31.0393916,9.8
-84.898145,31.0394083,10.5
-84.8981468,31.0394283,10.3
-84.898145,31.0394433,10.7
-84.8981468,31.03946,11.3
-84.8981484,31.0394766,11.8
-84.8981501,31.0394933,11.9
-84.8981501,31.0395083,11.7
-84.8981484,31.0395266,10.7
-84.8981484,31.0395449,10.6
-84.8981484,31.0395616,10.1
-84.8981468,31.0395783,10.2
-84.8981484,31.039595,10.2
-84.8981484,31.0396133,9.8
-84.8981468,31.03963,10
-84.8981468,31.039645,9.3
-84.898145,31.0396633,9.7
-84.8981434,31.0396816,9.4
-84.8981418,31.0396983,8.4
-84.8981418,31.039715,7.7
-84.8981401,31.03973,7.9
-84.8981401,31.0397466,7.9
-84.8981401,31.039765,8.8
-84.8981384,31.03978,9
-84.8981384,31.0397983,9.2
-84.8981401,31.039815,9.1
-84.8981401,31.0398333,8.4
