X,Y,ec
23.8645595,37.98643663,65
23.86456008,37.98643765,64
23.86456067,37.98643867,64.75
23.86456125,37.98643969,63.5
23.86456183,37.98644071,63.25
23.86456242,37.98644173,62
23.86456308,37.9864429,61.63
23.86459857,37.9865034,57
23.86459901,37.98650458,57.63
23.86459951,37.98650593,57.63
23.86459996,37.98650711,57.38
23.8646004,37.98650829,57.88
23.86460084,37.98650947,57.25
23.86460129,37.98651065,58.13
23.86463205,37.98656922,54.75
23.86463344,37.98657247,54.25
23.86463388,37.9865735,54.5
23.86463433,37.98657454,55.5
23.86463477,37.98657557,54.63
23.86463528,37.98657675,55.13
23.86463572,37.98657778,54.75
23.86463616,37.98657882,55
23.86463667,37.98658,53.5
23.8646404,37.98659237,54
23.86464087,37.9865932,53.5
23.86464135,37.98659402,53.63
23.86464189,37.98659497,53.5
23.86464236,37.98659579,53.38
23.86464283,37.98659662,53.38
23.8646433,37.98659744,53.88
23.86464377,37.98659827,53
23.86464431,37.98659921,53.63
23.86464478,37.98660003,53
23.86464525,37.98660086,53.38
23.86464572,37.98660168,53.63
23.86464619,37.98660251,53.25
23.86464672,37.98660342,54.13
23.86464854,37.98660645,52.88
23.86464889,37.98660704,52.88
23.86464924,37.98660763,53
23.8646496,37.98660822,53.38
23.86464995,37.9866088,53.88
23.86465035,37.98660948,52.88
23.86465071,37.98661007,53.25
23.86465106,37.98661066,53.25
23.86465141,37.98661125,54.25
23.86466514,37.98663351,52.5
23.86466761,37.9866366,54.5
23.86466809,37.9866372,54.25
23.86466857,37.9866378,54.88
23.86466906,37.9866384,54.13
23.86466954,37.986639,54.25
23.86467009,37.98663969,54
23.86467057,37.98664029,53.13
23.86467105,37.98664089,53.63
23.86467167,37.98664167,53.63
23.86467515,37.98665364,54.38
23.86467551,37.98665434,53.5
23.86467591,37.98665515,53.25
23.86467626,37.98665586,53.13
23.86467662,37.98665657,53.75
23.86467697,37.98665727,53.5
23.86467732,37.98665798,54.25
23.86467773,37.98665879,54.75
23.86467808,37.98665949,55.88
23.86467843,37.9866602,54.63
23.86467879,37.98666091,55.38
23.86467914,37.98666162,55.75
23.8646795,37.98666232,55.5
23.8646799,37.98666313,54.63
23.86468694,37.98667374,60.5
23.86468748,37.98667455,60.63
23.86468795,37.98667525,61
23.86468842,37.98667596,61.25
23.86468889,37.98667667,61.13
23.86468936,37.98667737,59.5
23.8646899,37.98667818,59.5
23.86469037,37.98667889,59
23.86469084,37.9866796,58.88
23.86469131,37.9866803,60
23.86469179,37.98668101,59.13
23.86469232,37.98668182,60.25
23.8646928,37.98668253,61.38
23.86469327,37.98668323,60.13
23.86469354,37.98668394,60.5
23.86469377,37.98668465,61.38
23.86469401,37.98668535,62.38
23.86469428,37.98668616,61.63
23.86469451,37.98668687,63.5
23.86469475,37.98668758,61.75
23.86469498,37.98668828,60.63
23.86469522,37.98668899,60.75
23.86469546,37.9866897,60
23.86469572,37.98669051,60.75
23.86469596,37.98669121,59.75
23.8646962,37.98669192,60.63
23.86469643,37.98669263,61.88
23.86470838,37.98671345,63.5
23.86470874,37.98671428,64.63
23.86470909,37.9867151,64
23.86470944,37.98671593,63.5
23.86470985,37.98671687,63.75
23.8647102,37.98671769,64
23.86471055,37.98671852,63.63
23.86471091,37.98671934,64
23.86471126,37.98672017,64.25
23.86471167,37.98672111,65
23.86471202,37.98672194,63
23.86471237,37.98672276,64.38
23.86471273,37.98672359,64
23.86471308,37.98672441,63.63
23.86472105,37.98674006,67.25
23.86472163,37.98674078,66.13
23.8647222,37.9867415,65.63
23.86472278,37.98674222,64.5
23.86472335,37.98674294,67.5
23.86472401,37.98674377,66.25
23.86472459,37.98674449,65.75
